trait_category	trait	category	cell_type_clean	mark	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	Coefficient_p	Coefficient_q
Cardiovascular disease	AF	CNS	Mid_frontal_lobe	H3K27ac	0.019533156	0.060429128	0.070512472	3.093669382	3.609886216	0.563387197	2.98E-10	7.95E-08	0.003748966	0.498504382	0.907868173
Cardiovascular disease	AF	CNS	Cingulate_gyrus	H3K27ac	0.024721018	0.017586758	0.056187251	0.711409115	2.272853405	0.898422048	-5.02E-08	5.21E-08	-0.963785568	0.832423278	0.999998953
Cardiovascular disease	AF	CNS	Substantia_nigra	H3K27ac	0.024930756	-0.002966366	0.053333083	-0.118984178	2.139248486	0.596732564	-6.08E-08	4.79E-08	-1.270307655	0.898012469	0.999998953
Cardiovascular disease	AF	CNS	Anterior_caudate	H3K27ac	0.021439268	0.0014316	0.053720906	0.066774651	2.505724885	0.708772476	-6.36E-08	5.65E-08	-1.126779325	0.870082103	0.999998953
Cardiovascular disease	AF	CNS	Hippocampus_middle	H3K27ac	0.020129515	0.022870856	0.056862283	1.136185106	2.824821281	0.9615065	-4.07E-08	6.54E-08	-0.622318432	0.733133748	0.992431854
Allergic disease	Asthma	Other	Adipose_nuclei	H3K4me1	0.086156834	0.283048013	0.11312495	3.285264802	1.313011924	0.085183967	5.16E-09	4.54E-08	0.113523879	0.454807616	0.884581535
Allergic disease	Asthma	Kidney	Kidney	H3K4me1	0.008352579	0.098936285	0.048254061	11.84499903	5.777145474	0.057678317	2.52E-07	1.74E-07	1.447638406	0.073859102	0.449912802
Allergic disease	Asthma	Liver	Liver_(BI)	H3K4me1	0.053907981	0.187336557	0.081827582	3.475117292	1.5179122	0.10277825	2.52E-08	4.83E-08	0.522829166	0.30054657	0.773051964
Allergic disease	Asthma	CNS	Angular_gyrus	H3K4me1	0.012820832	0.052092199	0.049101107	4.063090532	3.829791129	0.425570845	3.22E-08	1.20E-07	0.269030191	0.393953225	0.848063184
Allergic disease	Asthma	CNS	Anterior_caudate	H3K4me1	0.03814478	0.119756718	0.074959588	3.139530976	1.965133576	0.282832474	2.79E-08	6.34E-08	0.440836829	0.329665564	0.800353596
Allergic disease	Asthma	CNS	Cingulate_gyrus	H3K4me1	0.040042012	0.093377811	0.073331115	2.331996004	1.831354415	0.471677434	-7.29E-09	5.89E-08	-0.123822014	0.549271899	0.930561659
Allergic disease	Asthma	CNS	Hippocampus_middle	H3K4me1	0.050672227	0.167996837	0.079561613	3.315363214	1.570122676	0.149565085	2.90E-08	5.38E-08	0.539804618	0.294665891	0.767914478
Allergic disease	Asthma	CNS	Inferior_temporal_lobe	H3K4me1	0.046465569	0.123239588	0.078804986	2.652277588	1.695986674	0.336675691	1.18E-09	5.65E-08	0.020939404	0.491646997	0.903298133
Allergic disease	Asthma	CNS	Mid_frontal_lobe	H3K4me1	0.003401449	0.046028196	0.032764529	13.53193866	9.632521751	0.193617691	2.89E-07	2.72E-07	1.06344946	0.143789087	0.590906796
Allergic disease	Asthma	CNS	Substantia_nigra	H3K4me1	0.037084724	0.088355993	0.066018628	2.382544149	1.780210841	0.44149642	-4.34E-09	5.56E-08	-0.077999999	0.531085973	0.92342273
Allergic disease	Asthma	Immune or hematopoietic	CD15_primary	H3K4me1	0.035986131	0.210564065	0.069419764	5.851256047	1.929069982	0.012107657	4.95E-08	5.93E-08	0.83463862	0.201960605	0.671280303
Allergic disease	Asthma	Immune or hematopoietic	CD19_primary_(BI)	H3K4me1	0.040364521	0.290142972	0.086046768	7.18806919	2.131742558	0.004355644	1.05E-07	6.51E-08	1.608808468	0.053829114	0.389351333
Allergic disease	Asthma	Immune or hematopoietic	CD34_primary	H3K4me1	0.031855305	0.211075785	0.087004407	6.626079488	2.731237587	0.041841336	7.41E-08	8.20E-08	0.903010672	0.183260115	0.648240492
Allergic disease	Asthma	Immune or hematopoietic	CD3_primary_(BI)	H3K4me1	0.029469159	0.243001956	0.068233026	8.245975314	2.315404616	0.001696758	1.72E-07	6.44E-08	2.665575329	0.003842836	0.108575353
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25+_CD127-_Treg_primary	H3K4me1	0.027944696	0.277496271	0.072688287	9.930194661	2.601147898	0.000414818	2.34E-07	7.83E-08	2.983915802	0.001422925	0.062891374
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_CD45RA+_naive_primary	H3K4me1	0.037683037	0.255126332	0.070885444	6.770323053	1.881096923	0.002923842	1.47E-07	5.40E-08	2.721722609	0.003247131	0.097513549
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_CD45R0+_memory_primary	H3K4me1	0.033759108	0.286100866	0.072729808	8.474775679	2.154375885	0.000367016	1.95E-07	6.39E-08	3.05694242	0.001118036	0.05459139
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_IL17+_PMA_Ionomycin_stim_Th17_primary	H3K4me1	0.038592671	0.334831167	0.079711254	8.67602994	2.065450578	0.000120351	2.12E-07	6.20E-08	3.421629397	0.000311235	0.024572544
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_IL17-_PMA_Ionomycin_stim_MACS_Th_sprimary	H3K4me1	0.051396453	0.314160076	0.078110347	6.112485506	1.519761412	0.000994596	1.38E-07	4.50E-08	3.064798151	0.001089085	0.053713549
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25int_CD127+_Tmem_primary	H3K4me1	0.015544583	0.223888779	0.062595358	14.40300924	4.026827643	0.000598364	3.34E-07	1.13E-07	2.957154941	0.00155246	0.0665146
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_Th_primary	H3K4me1	0.042247368	0.297171298	0.076193512	7.034078406	1.803509091	0.000985215	1.55E-07	5.30E-08	2.931261523	0.001687942	0.070169659
Allergic disease	Asthma	Immune or hematopoietic	CD4_memory_primary	H3K4me1	0.040428455	0.271511565	0.071640319	6.715853105	1.772027132	0.00112775	1.54E-07	5.37E-08	2.873001729	0.002032959	0.076623147
Allergic disease	Asthma	Immune or hematopoietic	CD4_naive_primary	H3K4me1	0.031872532	0.221135706	0.065211221	6.938128006	2.046000652	0.003725112	1.43E-07	5.85E-08	2.439465496	0.007354504	0.149689378
Allergic disease	Asthma	Immune or hematopoietic	CD8_memory_primary	H3K4me1	0.031277416	0.221064934	0.064687339	7.067877163	2.068180395	0.003488256	1.47E-07	6.00E-08	2.454262195	0.0070587	0.147144979
Allergic disease	Asthma	Immune or hematopoietic	CD8_naive_primary_(BI)	H3K4me1	0.031298372	0.200587055	0.061895401	6.408865443	1.977591696	0.006989291	1.19E-07	5.62E-08	2.118783654	0.017054377	0.229343894
Allergic disease	Asthma	Gastrointestinal	Colonic_mucosa	H3K4me1	0.021198806	0.214258223	0.070622427	10.10708921	3.331434204	0.008003667	2.20E-07	1.05E-07	2.097163162	0.017989567	0.234823816
Allergic disease	Asthma	Gastrointestinal	Colon_smooth_muscle	H3K4me1	0.034585806	0.113856008	0.063555753	3.291986582	1.837625336	0.21277473	2.94E-08	6.03E-08	0.486908708	0.313161514	0.785813462
Allergic disease	Asthma	Gastrointestinal	Duodenum_Mucosa	H3K4me1	0.047456008	0.294182584	0.088601028	6.199058767	1.867013927	0.006560417	1.29E-07	6.11E-08	2.113396435	0.017283425	0.230210523
Allergic disease	Asthma	Gastrointestinal	Duodenum_smooth_muscle	H3K4me1	0.005867868	0.076741112	0.047937351	13.0781942	8.169467158	0.136283063	3.03E-07	2.37E-07	1.275891295	0.100996974	0.513108656
Allergic disease	Asthma	CNS	Fetal_brain	H3K4me1	0.032899555	0.027544666	0.046177675	0.837235203	1.403595725	0.907811351	-2.40E-08	4.75E-08	-0.505069336	0.693244931	0.982774391
Allergic disease	Asthma	Cardiovascular	Fetal_heart	H3K4me1	0.040829639	0.08894073	0.063080373	2.178337412	1.544965237	0.447492507	-1.24E-08	4.87E-08	-0.254840023	0.600576669	0.953625203
Allergic disease	Asthma	Cardiovascular	Fetal_lung	H3K4me1	0.068872366	0.139702789	0.095904458	2.028430211	1.392495465	0.466325383	-3.04E-08	5.16E-08	-0.589240747	0.722150107	0.989302683
Allergic disease	Asthma	Immune or hematopoietic	Mobilized_CD34_primary	H3K4me1	0.068132689	0.272001609	0.108397918	3.992233555	1.590982528	0.066827714	1.33E-08	5.07E-08	0.261929558	0.396687875	0.848961482
Allergic disease	Asthma	Adrenal or pancreas	Pancreatic_islets	H3K4me1	0.008301964	-0.043960672	0.040204369	-5.295213306	4.84275368	0.193945691	-1.80E-07	1.33E-07	-1.356996896	0.912608902	0.999998953
Allergic disease	Asthma	Gastrointestinal	Rectal_mucosa	H3K4me1	0.034339128	0.225974395	0.082150442	6.580667766	2.392327536	0.022789851	1.14E-07	7.69E-08	1.477736069	0.069739218	0.438783383
Allergic disease	Asthma	Gastrointestinal	Rectal_smooth_muscle	H3K4me1	0.009125821	0.046314229	0.038013579	5.075075454	4.165497051	0.327628261	5.40E-08	1.21E-07	0.447101141	0.327401018	0.797624975
Allergic disease	Asthma	Skeletal muscle	Skeletal_muscle	H3K4me1	0.065479975	0.172019183	0.090414562	2.62705023	1.380797142	0.247367437	-2.30E-08	4.60E-08	-0.499787725	0.691387723	0.982774391
Allergic disease	Asthma	Gastrointestinal	Stomach_mucosa	H3K4me1	0.033022095	0.142331248	0.069020924	4.310182278	2.090143732	0.122340412	3.07E-08	6.74E-08	0.455469238	0.324385847	0.794275284
Allergic disease	Asthma	Gastrointestinal	Stomach_smooth_muscle	H3K4me1	0.023485323	0.119433014	0.056087599	5.085432138	2.388197928	0.091448061	5.23E-08	7.41E-08	0.705010992	0.240401698	0.718369985
Allergic disease	Asthma	Liver	Liver_(UCSD)	H3K4me1	0.001402278	0.023632823	0.028161984	16.85316018	20.08301811	0.429503014	3.60E-07	5.43E-07	0.662567987	0.253803639	0.728341677
Allergic disease	Asthma	Gastrointestinal	Esophagus	H3K4me1	0.005715315	0.143595174	0.055303952	25.12463093	9.676448983	0.015110882	6.26E-07	2.73E-07	2.298313894	0.010771965	0.182010795
Allergic disease	Asthma	Gastrointestinal	Gastric	H3K4me1	0.013477928	0.114799561	0.070139786	8.517597364	5.204048263	0.155351559	1.65E-07	1.62E-07	1.018997132	0.154102164	0.6056063
Allergic disease	Asthma	Cardiovascular	Left_Ventricle	H3K4me1	0.02594002	0.091599248	0.059332147	3.531194149	2.287282227	0.272730212	2.70E-08	7.37E-08	0.366969778	0.356820781	0.822023306
Allergic disease	Asthma	Cardiovascular	Lung	H3K4me1	0.017102256	0.083394179	0.051143995	4.876209196	2.9904823	0.196334231	6.63E-08	9.52E-08	0.696755797	0.242977817	0.71990786
Allergic disease	Asthma	Other	Ovary	H3K4me1	0.008591087	-0.023710253	0.04141496	-2.75986658	4.82068938	0.430516191	-1.49E-07	1.39E-07	-1.077889422	0.859458447	0.999998953
Allergic disease	Asthma	Adrenal or pancreas	Pancreas	H3K4me1	0.029614075	0.154577617	0.081326529	5.21973477	2.746212038	0.135884175	7.75E-08	8.76E-08	0.884407602	0.18823811	0.656286005
Allergic disease	Asthma	Skeletal muscle	Psoas_muscle	H3K4me1	0.0038449	0.047924378	0.033724963	12.46440247	8.77135026	0.183769234	2.86E-07	2.38E-07	1.202083835	0.114665524	0.54243802
Allergic disease	Asthma	Cardiovascular	Right_atrium	H3K4me1	0.009054073	0.092902412	0.043969183	10.26084202	4.856287704	0.057176768	2.24E-07	1.35E-07	1.661048714	0.048351832	0.371237668
Allergic disease	Asthma	Cardiovascular	Right_ventricle	H3K4me1	0.000796152	0.021281257	0.021436848	26.73015174	26.92558024	0.340663574	6.18E-07	7.34E-07	0.842224345	0.199831195	0.669867282
Allergic disease	Asthma	Gastrointestinal	Sigmoid_colon	H3K4me1	0.002924255	0.085232427	0.046490234	29.14671572	15.8981466	0.073219089	7.19E-07	4.32E-07	1.665263317	0.047930117	0.369768199
Allergic disease	Asthma	Gastrointestinal	Small_intestine	H3K4me1	0.001016368	0.066957581	0.032889776	65.87928689	32.3601147	0.038296835	1.72E-06	8.38E-07	2.049430262	0.02021003	0.247759236
Allergic disease	Asthma	Immune or hematopoietic	Spleen	H3K4me1	0.044969699	0.150885402	0.086019383	3.355268231	1.912829862	0.222916174	1.37E-08	6.44E-08	0.213621531	0.415421104	0.863591487
Allergic disease	Asthma	Immune or hematopoietic	Thymus	H3K4me1	0.008522891	0.07369485	0.038588556	8.646696534	4.527637028	0.092224735	1.19E-07	1.22E-07	0.975306454	0.164704135	0.621848624
Allergic disease	Asthma	Immune or hematopoietic	Fetal_thymus	H3K4me1	0.035451752	0.224707383	0.066534046	6.338399985	1.876749184	0.005766971	8.64E-08	5.40E-08	1.599696072	0.054833012	0.392971952
Allergic disease	Asthma	Connective or bone	Breast_fibroblast_primary	H3K4me1	0.010111465	-0.024263274	0.050742948	-2.399580532	5.018357763	0.499204288	-1.60E-07	1.51E-07	-1.053247652	0.853886248	0.999998953
Allergic disease	Asthma	Other	Breast_luminal_epithelial	H3K4me1	0.002076246	-0.025509628	0.037061192	-12.28641941	17.85009777	0.446322459	-4.11E-07	4.73E-07	-0.869082711	0.807599054	0.999998953
Allergic disease	Asthma	Other	Breast_myoepithelial	H3K4me1	0.046800688	0.145967564	0.089397549	3.118919188	1.910175947	0.281420107	2.36E-08	6.14E-08	0.384124656	0.350443029	0.817157021
Allergic disease	Asthma	Other	Breast_vHMEC	H3K4me1	0.033711158	0.069673174	0.081538522	2.066768952	2.418739896	0.662438179	-2.44E-08	7.56E-08	-0.322903612	0.62661588	0.962787839
Allergic disease	Asthma	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K4me1	0.024360148	0.148352604	0.054187826	6.089971293	2.224445645	0.023387596	9.58E-08	6.52E-08	1.468319728	0.071008697	0.442504867
Allergic disease	Asthma	Adrenal or pancreas	Pancreatic_islets	H3K4me1	0.006130706	0.075786549	0.041192582	12.36179804	6.719060092	0.095436941	2.83E-07	1.89E-07	1.494564189	0.067514109	0.432709085
Allergic disease	Asthma	Connective or bone	Penis_foreskin_fibroblast_primary	H3K4me1	0.075677573	0.204205251	0.084550671	2.698358893	1.117248715	0.136121192	-2.81E-08	3.94E-08	-0.713645052	0.762276654	0.998202071
Allergic disease	Asthma	Other	Penis_foreskin_keratinocyte_primary	H3K4me1	0.059687229	0.203533932	0.095909348	3.410008046	1.606865472	0.145623925	1.01E-08	5.45E-08	0.185762256	0.426315602	0.868742521
Allergic disease	Asthma	Other	Penis_foreskin_melanocyte_primary	H3K4me1	0.063737782	0.22513529	0.093360858	3.532210896	1.46476477	0.087420573	3.23E-08	4.83E-08	0.667734612	0.252151506	0.727354836
Allergic disease	Asthma	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K4me1	0.008786972	0.18278881	0.067548395	20.80225174	7.687334467	0.010318677	4.55E-07	2.49E-07	1.831025532	0.033548366	0.314144911
Allergic disease	Asthma	Other	Placenta_amnion	H3K4me1	0.003977562	0.015732734	0.042157805	3.955371107	10.59890553	0.780735409	-9.72E-09	2.95E-07	-0.032968508	0.513150149	0.914621114
Allergic disease	Asthma	Other	Placenta_chorion	H3K4me1	0.007346689	0.035353139	0.040259955	4.812118712	5.480013576	0.491359346	3.82E-08	1.57E-07	0.243629737	0.403758798	0.855411633
Allergic disease	Asthma	Immune or hematopoietic	CD14_primary	H3K4me1	0.039606019	0.249998244	0.08000843	6.312127478	2.020107832	0.008893843	6.64E-08	6.60E-08	1.004802413	0.157496001	0.610043857
Allergic disease	Asthma	Immune or hematopoietic	CD19_primary_(UW)	H3K4me1	0.040511036	0.289511116	0.087560763	7.14647525	2.161405189	0.005065224	1.29E-07	6.44E-08	2.006174774	0.022418802	0.258831426
Allergic disease	Asthma	Immune or hematopoietic	CD3_primary_(UW)	H3K4me1	0.035797526	0.291038243	0.080663352	8.130121614	2.253321954	0.001816034	1.72E-07	6.96E-08	2.469093057	0.006772799	0.145342101
Allergic disease	Asthma	Immune or hematopoietic	CD56_primary	H3K4me1	0.034260277	0.309147208	0.08112488	9.023488323	2.367899152	0.00090039	1.86E-07	7.33E-08	2.537646101	0.005580039	0.133240437
Allergic disease	Asthma	Adrenal or pancreas	Fetal_adrenal	H3K4me1	0.042487652	0.097318388	0.079918674	2.290509923	1.880985884	0.497576231	-4.33E-08	6.22E-08	-0.696911307	0.757070849	0.996135742
Allergic disease	Asthma	Gastrointestinal	Fetal_large_intestine	H3K4me1	0.02986093	0.131648556	0.066331873	4.408722572	2.221359903	0.1302937	3.78E-08	6.99E-08	0.541393788	0.294118094	0.766821875
Allergic disease	Asthma	Gastrointestinal	Fetal_small_intestine	H3K4me1	0.033086384	0.166722463	0.067397885	5.039005329	2.037027846	0.050509943	6.17E-08	6.50E-08	0.948712739	0.171383366	0.63059821
Allergic disease	Asthma	Skeletal muscle	Fetal_leg_muscle	H3K4me1	0.040120863	0.185882272	0.077477132	4.633057674	1.931093349	0.066600596	4.37E-08	6.51E-08	0.6713569	0.250996597	0.726940312
Allergic disease	Asthma	Skeletal muscle	Fetal_trunk_muscle	H3K4me1	0.040558809	0.167098412	0.075730075	4.11990435	1.867167134	0.107918749	1.42E-08	6.36E-08	0.223457159	0.411589861	0.860904762
Allergic disease	Asthma	Other	Fetal_placenta	H3K4me1	0.024725458	0.112567337	0.066242442	4.552689628	2.679118871	0.201467046	5.14E-09	8.79E-08	0.058545722	0.476656972	0.895442574
Allergic disease	Asthma	Gastrointestinal	Fetal_stomach	H3K4me1	0.033847905	0.052171636	0.075101511	1.541354968	2.218793512	0.808138515	-6.98E-08	6.91E-08	-1.010390662	0.84384592	0.999998953
Allergic disease	Asthma	Other	Adipose_nuclei	H3K4me3	0.029425648	0.136092835	0.079867804	4.62497321	2.714224113	0.194245638	-2.44E-08	8.74E-08	-0.278953299	0.609859668	0.958256619
Allergic disease	Asthma	Kidney	Kidney	H3K4me3	0.017133157	-0.017758216	0.067847498	-1.036482416	3.960011321	0.603948162	-3.43E-07	1.42E-07	-2.421792676	0.992277921	0.999998953
Allergic disease	Asthma	Liver	Liver_(BI)	H3K4me3	0.016375544	0.081416931	0.059510223	4.971861283	3.634091459	0.284839149	-7.64E-08	1.10E-07	-0.695732549	0.756701831	0.996135742
Allergic disease	Asthma	CNS	Angular_gyrus	H3K4me3	0.010418702	0.03520042	0.071641637	3.378580313	6.876253878	0.730482723	-2.52E-07	2.48E-07	-1.017079302	0.845442147	0.999998953
Allergic disease	Asthma	CNS	Anterior_caudate	H3K4me3	0.018779982	0.056904707	0.088606186	3.030072484	4.718118739	0.669002344	-1.54E-07	1.59E-07	-0.964852945	0.832690764	0.999998953
Allergic disease	Asthma	CNS	Cingulate_gyrus	H3K4me3	0.017234741	0.038816456	0.080966008	2.252221587	4.697837266	0.790917827	-2.08E-07	1.62E-07	-1.284242346	0.900471414	0.999998953
Allergic disease	Asthma	CNS	Hippocampus_middle	H3K4me3	0.018440246	0.037882532	0.081113372	2.054339868	4.398714249	0.811412211	-2.22E-07	1.52E-07	-1.456380053	0.927356207	0.999998953
Allergic disease	Asthma	CNS	Inferior_temporal_lobe	H3K4me3	0.017055904	0.00240222	0.081804855	0.140843923	4.796277809	0.857248249	-2.93E-07	1.66E-07	-1.76610747	0.96131109	0.999998953
Allergic disease	Asthma	CNS	Mid_frontal_lobe	H3K4me3	0.016203455	0.023769033	0.079545241	1.46691139	4.909152936	0.924388946	-2.62E-07	1.74E-07	-1.509229191	0.934379889	0.999998953
Allergic disease	Asthma	CNS	Substantia_nigra	H3K4me3	0.014122592	0.060470296	0.075529253	4.281812831	5.348115427	0.542105982	-1.47E-07	1.84E-07	-0.801061181	0.788451886	0.999998953
Allergic disease	Asthma	Immune or hematopoietic	CD15_primary	H3K4me3	0.013758525	0.153653382	0.062517944	11.167867	4.543942186	0.025250871	6.46E-08	1.47E-07	0.437962097	0.33070688	0.800450885
Allergic disease	Asthma	Immune or hematopoietic	CD19_primary_(BI)	H3K4me3	0.012117739	0.176596328	0.067863198	14.57337302	5.600318626	0.015410245	2.06E-07	1.79E-07	1.15085461	0.124896027	0.56178824
Allergic disease	Asthma	Immune or hematopoietic	CD34_primary	H3K4me3	0.010533605	0.132086745	0.068645038	12.53955794	6.516766117	0.076209911	1.05E-07	2.48E-07	0.422729409	0.336246348	0.804656991
Allergic disease	Asthma	Immune or hematopoietic	CD3_primary_(BI)	H3K4me3	0.014184927	0.164659035	0.063458829	11.608028	4.473680198	0.017971456	1.56E-07	1.57E-07	0.993921975	0.160130428	0.61394554
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25+_CD127-_Treg_primary	H3K4me3	0.013863661	0.25902856	0.074314516	18.68399441	5.360381891	0.000875174	4.51E-07	1.98E-07	2.281442462	0.011261139	0.186618148
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_CD45RA+_naive_primary	H3K4me3	0.012800586	0.222971662	0.063980489	17.41886372	4.998246937	0.000848453	3.71E-07	1.73E-07	2.141256837	0.016126666	0.222346089
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_CD45R0+_memory_primary	H3K4me3	0.008699241	0.137545536	0.056107946	15.81121092	6.449751841	0.019767302	2.07E-07	2.23E-07	0.924857425	0.177520038	0.638474039
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_IL17+_PMA_Ionomycin_stim_Th17_primary	H3K4me3	0.012290537	0.246134849	0.072174624	20.02637011	5.872373343	0.000909387	4.67E-07	2.09E-07	2.228754039	0.012915137	0.198968922
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_IL17-_PMA_Ionomycin_stim_MACS_Th_sprimary	H3K4me3	0.017170097	0.213146472	0.065951018	12.4138188	3.841039374	0.00334513	2.46E-07	1.24E-07	1.986248666	0.02350286	0.266157313
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25int_CD127+_Tmem_primary	H3K4me3	0.010611035	0.172278149	0.063821516	16.23575298	6.01463608	0.011164159	2.59E-07	2.20E-07	1.181736781	0.11865508	0.551059407
Allergic disease	Asthma	Immune or hematopoietic	CD4+_CD25-_Th_primary	H3K4me3	0.012386971	0.164610623	0.062580506	13.28901376	5.052123587	0.016609213	1.75E-07	1.92E-07	0.910451581	0.181292203	0.644814047
Allergic disease	Asthma	Immune or hematopoietic	CD4_memory_primary	H3K4me3	0.011670203	0.188872025	0.060434794	16.18412487	5.178555481	0.003036119	2.94E-07	1.74E-07	1.691022726	0.045416231	0.360788535
Allergic disease	Asthma	Immune or hematopoietic	CD4_naive_primary	H3K4me3	0.012408637	0.181684147	0.061109939	14.64174891	4.92479062	0.005661962	2.41E-07	1.57E-07	1.530145551	0.062990353	0.420078715
Allergic disease	Asthma	Immune or hematopoietic	CD8_memory_primary	H3K4me3	0.010907439	0.177948173	0.057394995	16.31438631	5.262004727	0.003514907	2.90E-07	1.70E-07	1.700511624	0.044517366	0.357130395
Allergic disease	Asthma	Immune or hematopoietic	CD8_naive_primary_(BI)	H3K4me3	0.011157491	0.194317825	0.062010805	17.4159075	5.557773409	0.002926549	3.31E-07	1.85E-07	1.787267528	0.03694713	0.327141176
Allergic disease	Asthma	Gastrointestinal	Colonic_mucosa	H3K4me3	0.011774628	0.129007967	0.063306583	10.95643665	5.376525024	0.070589983	5.16E-08	2.18E-07	0.237135625	0.406275788	0.857392594
Allergic disease	Asthma	Gastrointestinal	Colon_smooth_muscle	H3K4me3	0.014303027	0.081915863	0.070890881	5.727169657	4.95635504	0.342600341	-9.82E-08	1.79E-07	-0.547877022	0.708111826	0.986318024
Allergic disease	Asthma	Gastrointestinal	Duodenum_Mucosa	H3K4me3	0.020230744	0.134585493	0.07120724	6.652523248	3.519753943	0.118341345	3.01E-09	1.18E-07	0.025463306	0.489842708	0.902523782
Allergic disease	Asthma	Gastrointestinal	Duodenum_smooth_muscle	H3K4me3	0.02039999	0.096763823	0.072818416	4.743326887	3.569531907	0.305894567	-7.72E-08	1.22E-07	-0.632697023	0.736534243	0.993219597
Allergic disease	Asthma	CNS	Fetal_brain	H3K4me3	0.004338432	-0.00146655	0.042646065	-0.338036844	9.829833345	0.891083821	-2.86E-07	2.97E-07	-0.963617279	0.83238108	0.999998953
Allergic disease	Asthma	Cardiovascular	Fetal_heart	H3K4me3	0.006108862	-0.021277898	0.039997992	-3.483119834	6.547535673	0.491121303	-3.43E-07	2.04E-07	-1.683871367	0.953896734	0.999998953
Allergic disease	Asthma	Cardiovascular	Fetal_lung	H3K4me3	0.010994993	0.021559376	0.06567684	1.960835888	5.973341025	0.872246072	-2.08E-07	2.18E-07	-0.95622992	0.830521956	0.999998953
Allergic disease	Asthma	Immune or hematopoietic	Mobilized_CD34_primary	H3K4me3	0.02241248	0.139199281	0.092767311	6.210793277	4.139091709	0.213819683	-2.49E-08	1.48E-07	-0.1685168	0.566911636	0.938814835
Allergic disease	Asthma	Adrenal or pancreas	Pancreatic_islets	H3K4me3	0.009867806	-0.06091839	0.055870463	-6.173448021	5.661892866	0.198182265	-3.37E-07	1.72E-07	-1.957501351	0.974855723	0.999998953
Allergic disease	Asthma	Gastrointestinal	Rectal_mucosa	H3K4me3	0.018055401	0.176777204	0.076483041	9.790821437	4.236020139	0.043007738	1.22E-07	1.57E-07	0.776298923	0.218786254	0.691387163
Allergic disease	Asthma	Gastrointestinal	Rectal_smooth_muscle	H3K4me3	0.012709836	0.129154301	0.071869139	10.16176017	5.654608055	0.111263402	5.29E-08	2.18E-07	0.242034309	0.404376789	0.855772989
Allergic disease	Asthma	Skeletal muscle	Skeletal_muscle	H3K4me3	0.02182429	0.063876762	0.075582179	2.926865459	3.463213584	0.580807601	-1.54E-07	1.14E-07	-1.351017165	0.911655033	0.999998953
Allergic disease	Asthma	Gastrointestinal	Stomach_mucosa	H3K4me3	0.005795942	0.096922849	0.051045487	16.72253542	8.807107689	0.084836468	1.74E-07	3.08E-07	0.565723469	0.285790889	0.758544884
Allergic disease	Asthma	Gastrointestinal	Stomach_smooth_muscle	H3K4me3	0.019613606	0.122370087	0.077500293	6.239040658	3.951353572	0.190193161	-1.18E-08	1.39E-07	-0.084871325	0.533818156	0.924724364
Allergic disease	Asthma	Immune or hematopoietic	Treg_primary	H3K4me3	0.0174562	0.204589615	0.074025746	11.72016895	4.240656378	0.01039355	2.44E-07	1.42E-07	1.721661564	0.042565422	0.349773247
Allergic disease	Asthma	Liver	Liver_(UCSD)	H3K4me3	0.011471121	0.043984609	0.068833867	3.834377644	6.000622582	0.636848967	-2.40E-07	2.08E-07	-1.153022949	0.875549517	0.999998953
Allergic disease	Asthma	Cardiovascular	Aorta	H3K4me3	0.008293262	-0.028775872	0.055717412	-3.46978916	6.718394971	0.504397533	-5.60E-07	2.40E-07	-2.333703226	0.990194366	0.999998953
Allergic disease	Asthma	Gastrointestinal	Esophagus	H3K4me3	0.008425214	0.091482098	0.063502704	10.85813311	7.537221206	0.194484157	-5.08E-08	2.87E-07	-0.176964957	0.570232042	0.940143431
Allergic disease	Asthma	Gastrointestinal	Gastric	H3K4me3	0.005917949	0.05808661	0.050539385	9.815327956	8.540017032	0.305027538	-1.11E-07	3.09E-07	-0.357989279	0.639824332	0.966768439
Allergic disease	Asthma	Cardiovascular	Left_Ventricle	H3K4me3	0.008554325	-0.014856226	0.058074868	-1.736691793	6.788948202	0.685286016	-5.53E-07	2.53E-07	-2.185289638	0.985566192	0.999998953
Allergic disease	Asthma	Cardiovascular	Lung	H3K4me3	0.005563827	0.06531793	0.052915513	11.73974752	9.51063154	0.263467604	-5.36E-08	3.50E-07	-0.153133038	0.560853319	0.93581685
